KMEANS_CLASSES,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,freq_group,call_start_time,cycle_ref_time,call_end_time,start_time_wrt_ref,end_time_wrt_ref
LF,578.954892,31250.0,32640.000000000004,11.965967381014355,1778.9524999999999,1778.9659000000001,23750.0,41284.0,Echolocation,Eptesicus serotinus,0.513,0.69,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:52.952499999,2025-05-02 03:59:52.952499999,2025-05-02 03:59:52.965900000,1778.9524999999999,1778.9659000000001
LF,578.989692,23437.5,25920.0,-2.0286786259115295,1778.9855,1778.9971,23750.0,29989.0,Echolocation,Nyctalus leisleri,0.168,0.42,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:59:52.985500000,2025-05-02 03:59:52.985500000,2025-05-02 03:59:52.997100000,1778.9855,1778.9971
LF,579.057736,31250.0,32640.000000000004,10.298408027108788,1779.0555,1779.0675999999999,24609.0,41950.0,Echolocation,Eptesicus serotinus,0.338,0.692,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:53.055500000,2025-05-02 03:59:53.055500000,2025-05-02 03:59:53.067599999,1779.0555,1779.0675999999999
LF,579.091984,31250.0,24960.0,4.561092505334235,1779.0915,1779.103,23750.0,29202.0,Echolocation,Nyctalus leisleri,0.448,0.602,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel1_1200to1800.WAV,LF,2025-05-02 03:59:53.091500000,2025-05-02 03:59:53.091500000,2025-05-02 03:59:53.103000000,1779.0915,1779.103
LF,579.170588,31250.0,32640.000000000004,9.83787554025286,1779.1685,1779.1803,23750.0,40485.0,Echolocation,Eptesicus serotinus,0.377,0.712,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:53.168500000,2025-05-02 03:59:53.168500000,2025-05-02 03:59:53.180300000,1779.1685,1779.1803
LF,579.235672,23437.5,24960.0,0.6872147385519672,1779.2295,1779.2436,22890.0,26652.0,Echolocation,Nyctalus leisleri,0.382,0.474,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:59:53.229500000,2025-05-02 03:59:53.229500000,2025-05-02 03:59:53.243600000,1779.2295,1779.2436
LF,579.287344,31250.0,27839.999999999996,3.0866855022077906,1779.2845,1779.2942,24609.0,32811.0,Echolocation,Nyctalus leisleri,0.426,0.663,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:59:53.284500000,2025-05-02 03:59:53.284500000,2025-05-02 03:59:53.294200000,1779.2845,1779.2942
LF,579.310704,31250.0,33600.0,1.132292916168811,1779.3075,1779.3174,25468.0,33978.0,Echolocation,Eptesicus serotinus,0.197,0.42,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:59:53.307500000,2025-05-02 03:59:53.307500000,2025-05-02 03:59:53.317400000,1779.3075,1779.3174
LF,579.38424,23437.5,24960.0,7.299622852362093,1779.3775,1779.3898,23750.0,31214.0,Echolocation,Nyctalus leisleri,0.263,0.614,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:59:53.377500000,2025-05-02 03:59:53.377500000,2025-05-02 03:59:53.389800000,1779.3775,1779.3898
LF,579.48764,31250.0,30720.0,1.2496670363996831,1779.4855,1779.4940000000001,22890.0,32721.0,Echolocation,Eptesicus serotinus,0.125,0.403,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:59:53.485500000,2025-05-02 03:59:53.485500000,2025-05-02 03:59:53.494000000,1779.4855,1779.4940000000001
LF,579.796268,31250.0,33600.0,1.778143026229876,1779.7955,1779.8047000000001,27187.0,36980.0,Echolocation,Nyctalus leisleri,0.374,0.549,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:59:53.795500000,2025-05-02 03:59:53.795500000,2025-05-02 03:59:53.804700000,1779.7955,1779.8047000000001
LF,579.905736,23437.5,25920.0,2.4897530259726572,1779.9025000000001,1779.9135999999999,23750.0,30022.0,Echolocation,Nyctalus leisleri,0.231,0.513,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:59:53.902500000,2025-05-02 03:59:53.902500000,2025-05-02 03:59:53.913599999,1779.9025000000001,1779.9135999999999
LF,580.068232,31250.0,29760.0,3.4638054052234324,1780.0635,1780.074,26328.0,33131.0,Echolocation,Nyctalus leisleri,0.503,0.649,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:59:54.063500000,2025-05-02 03:59:54.063500000,2025-05-02 03:59:54.074000000,1780.0635,1780.074
LF,580.099148,31250.0,25920.0,11.897024928557986,1780.0974999999999,1780.1103,23750.0,31431.0,Echolocation,Nyctalus leisleri,0.62,0.73,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel1_1200to1800.WAV,LF,2025-05-02 03:59:54.097499999,2025-05-02 03:59:54.097499999,2025-05-02 03:59:54.110300000,1780.0974999999999,1780.1103
LF,580.170532,31250.0,27839.999999999996,2.7338875463586865,1780.1685,1780.1788999999999,26328.0,32335.0,Echolocation,Nyctalus leisleri,0.524,0.618,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:59:54.168500000,2025-05-02 03:59:54.168500000,2025-05-02 03:59:54.178900000,1780.1685,1780.1788999999999
LF,580.237072,31250.0,26880.000000000004,13.65444606947279,1780.2335,1780.2474,24609.0,39345.0,Echolocation,Nyctalus leisleri,0.474,0.688,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:59:54.233500000,2025-05-02 03:59:54.233500000,2025-05-02 03:59:54.247400000,1780.2335,1780.2474
LF,580.283492,31250.0,32640.000000000004,1.8569752221612748,1780.2775000000001,1780.2873,27187.0,34714.0,Echolocation,Nyctalus leisleri,0.349,0.573,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:54.277500000,2025-05-02 03:59:54.277500000,2025-05-02 03:59:54.287300000,1780.2775000000001,1780.2873
LF,580.329392,23437.5,24960.0,2.6163252674212827,1780.3225,1780.3342,23750.0,30096.0,Echolocation,Nyctalus leisleri,0.393,0.596,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:59:54.322500000,2025-05-02 03:59:54.322500000,2025-05-02 03:59:54.334200000,1780.3225,1780.3342
LF,580.3821,31250.0,32640.000000000004,21.472145557652468,1780.3795,1780.3937,24609.0,39805.0,Echolocation,Eptesicus serotinus,0.444,0.676,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:54.379500000,2025-05-02 03:59:54.379500000,2025-05-02 03:59:54.393700000,1780.3795,1780.3937
LF,580.410708,31250.0,27839.999999999996,-4.92789128364674,1780.4054999999998,1780.4153000000001,27187.0,34366.0,Echolocation,Nyctalus leisleri,0.185,0.358,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:59:54.405499999,2025-05-02 03:59:54.405499999,2025-05-02 03:59:54.415300000,1780.4054999999998,1780.4153000000001
LF,580.501124,31250.0,32640.000000000004,1.9878954900330272,1780.4924999999998,1780.5037,27187.0,33459.0,Echolocation,Nyctalus leisleri,0.252,0.421,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:54.492499999,2025-05-02 03:59:54.492499999,2025-05-02 03:59:54.503700000,1780.4924999999998,1780.5037
LF,580.613256,31250.0,31680.0,-0.0507817979783288,1780.6125,1780.6244000000002,24609.0,30674.0,Echolocation,Nyctalus leisleri,0.324,0.483,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:54.612500000,2025-05-02 03:59:54.612500000,2025-05-02 03:59:54.624400000,1780.6125,1780.6244000000002
LF,580.64938,31250.0,25920.0,14.284356586916076,1780.6455,1780.6601,24609.0,34727.0,Echolocation,Nyctalus leisleri,0.346,0.605,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel1_1200to1800.WAV,LF,2025-05-02 03:59:54.645500000,2025-05-02 03:59:54.645500000,2025-05-02 03:59:54.660100000,1780.6455,1780.6601
LF,580.77892,31250.0,28800.0,8.629573904852139,1780.7745,1780.7852,27187.0,37086.0,Echolocation,Eptesicus serotinus,0.323,0.63,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:54.774500000,2025-05-02 03:59:54.774500000,2025-05-02 03:59:54.785200000,1780.7745,1780.7852
LF,580.8008,31250.0,26880.000000000004,6.6274694037722215,1780.7995,1780.8121999999998,25468.0,34318.0,Echolocation,Nyctalus leisleri,0.439,0.675,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:59:54.799500000,2025-05-02 03:59:54.799500000,2025-05-02 03:59:54.812199999,1780.7995,1780.8121999999998
LF,580.903316,31250.0,27839.999999999996,7.882034594526724,1780.9005,1780.9108999999999,26328.0,37041.0,Echolocation,Nyctalus leisleri,0.384,0.684,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:54.900500000,2025-05-02 03:59:54.900500000,2025-05-02 03:59:54.910899999,1780.9005,1780.9108999999999
LF,580.944972,31250.0,32640.000000000004,24.879958479524888,1780.9425,1780.9575,23750.0,41255.0,Echolocation,Eptesicus serotinus,0.565,0.691,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:54.942500000,2025-05-02 03:59:54.942500000,2025-05-02 03:59:54.957500000,1780.9425,1780.9575
LF,581.090712,31250.0,28800.0,3.38175495108155,1781.0875,1781.0983999999999,27187.0,33099.0,Echolocation,Nyctalus leisleri,0.532,0.673,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:59:55.087500000,2025-05-02 03:59:55.087500000,2025-05-02 03:59:55.098399999,1781.0875,1781.0983999999999
LF,581.172224,23437.5,25920.0,1.9188810200131772,1781.1655,1781.1758,23750.0,30837.0,Echolocation,Nyctalus leisleri,0.256,0.532,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:59:55.165500000,2025-05-02 03:59:55.165500000,2025-05-02 03:59:55.175800000,1781.1655,1781.1758
LF,581.21806,23437.5,26880.000000000004,24.50942538412309,1781.2075,1781.2227,23750.0,35354.0,Echolocation,Nyctalus leisleri,0.369,0.616,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:59:55.207500000,2025-05-02 03:59:55.207500000,2025-05-02 03:59:55.222700000,1781.2075,1781.2227
LF,581.342728,31250.0,27839.999999999996,4.465830944280642,1781.3395,1781.3496,26328.0,35008.0,Echolocation,Nyctalus leisleri,0.558,0.676,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:59:55.339500000,2025-05-02 03:59:55.339500000,2025-05-02 03:59:55.349600000,1781.3395,1781.3496
LF,581.385524,31250.0,25920.0,22.63374958000769,1781.3825000000002,1781.3993,23750.0,35689.0,Echolocation,Nyctalus leisleri,0.376,0.658,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:59:55.382500000,2025-05-02 03:59:55.382500000,2025-05-02 03:59:55.399300000,1781.3825000000002,1781.3993
LF,581.492452,31250.0,26880.000000000004,4.430327082292144,1781.4865,1781.4969,25468.0,32321.0,Echolocation,Nyctalus leisleri,0.398,0.652,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:59:55.486500000,2025-05-02 03:59:55.486500000,2025-05-02 03:59:55.496900000,1781.4865,1781.4969
LF,581.642252,31250.0,26880.000000000004,27.521793971719056,1781.6385,1781.6539,23750.0,33933.0,Echolocation,Nyctalus leisleri,0.262,0.528,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:59:55.638500000,2025-05-02 03:59:55.638500000,2025-05-02 03:59:55.653900000,1781.6385,1781.6539
LF,581.76688,31250.0,32640.000000000004,2.369581398928739,1781.7655,1781.777,25468.0,32339.0,Echolocation,Nyctalus leisleri,0.37,0.504,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:59:55.765500000,2025-05-02 03:59:55.765500000,2025-05-02 03:59:55.777000000,1781.7655,1781.777
LF,581.826952,23437.5,25920.0,23.393382428618,1781.8175,1781.8328000000001,23750.0,33663.0,Echolocation,Nyctalus leisleri,0.478,0.668,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:59:55.817500000,2025-05-02 03:59:55.817500000,2025-05-02 03:59:55.832800000,1781.8175,1781.8328000000001
LF,581.920452,31250.0,32640.000000000004,0.8853729268954535,1781.9155,1781.9269,25468.0,31935.0,Echolocation,Nyctalus leisleri,0.48,0.611,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:59:55.915500000,2025-05-02 03:59:55.915500000,2025-05-02 03:59:55.926900000,1781.9155,1781.9269
LF,582.003104,23437.5,25920.0,1.0783616137463354,1782.0014999999999,1782.013,23750.0,29606.0,Echolocation,Nyctalus leisleri,0.436,0.524,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:59:56.001499999,2025-05-02 03:59:56.001499999,2025-05-02 03:59:56.013000000,1782.0014999999999,1782.013
LF,582.06534,31250.0,32640.000000000004,0.5690158086959611,1782.0615,1782.0711000000001,26328.0,34983.0,Echolocation,Eptesicus serotinus,0.235,0.468,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:56.061500000,2025-05-02 03:59:56.061500000,2025-05-02 03:59:56.071100000,1782.0615,1782.0711000000001
LF,582.096592,31250.0,32640.000000000004,0.06668364137872,1782.0955,1782.1073999999999,26328.0,32103.0,Echolocation,Nyctalus leisleri,0.282,0.487,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:59:56.095500000,2025-05-02 03:59:56.095500000,2025-05-02 03:59:56.107399999,1782.0955,1782.1073999999999
LF,582.167372,31250.0,27839.999999999996,2.6029052131501738,1782.1635,1782.1743000000001,25468.0,33187.0,Echolocation,Eptesicus serotinus,0.27,0.608,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel2_1200to1800.WAV,LF,2025-05-02 03:59:56.163500000,2025-05-02 03:59:56.163500000,2025-05-02 03:59:56.174300000,1782.1635,1782.1743000000001
LF,582.265816,23437.5,24960.0,28.172407032977254,1782.2565,1782.2716,23750.0,36723.0,Echolocation,Nyctalus leisleri,0.668,0.758,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel3_1200to1800.WAV,LF,2025-05-02 03:59:56.256500000,2025-05-02 03:59:56.256500000,2025-05-02 03:59:56.271600000,1782.2565,1782.2716
LF,582.408196,31250.0,32640.000000000004,39.47051995851476,1782.4054999999998,1782.4233,23750.0,41250.0,Echolocation,Nyctalus noctula,0.255,0.681,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:56.405499999,2025-05-02 03:59:56.405499999,2025-05-02 03:59:56.423300000,1782.4054999999998,1782.4233
LF,582.513564,31250.0,25920.0,3.043539559035908,1782.5104999999999,1782.5211,24609.0,33278.0,Echolocation,Nyctalus leisleri,0.217,0.614,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:56.510499999,2025-05-02 03:59:56.510499999,2025-05-02 03:59:56.521100000,1782.5104999999999,1782.5211
LF,582.542388,31250.0,33600.0,2.2222125568415634,1782.5355,1782.5453,25468.0,32748.0,Echolocation,Nyctalus leisleri,0.277,0.56,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:59:56.535500000,2025-05-02 03:59:56.535500000,2025-05-02 03:59:56.545300000,1782.5355,1782.5453
LF,582.632156,31250.0,25920.0,36.553957447609655,1782.6305,1782.6471000000001,23750.0,40923.0,Echolocation,Nyctalus leisleri,0.333,0.695,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:56.630500000,2025-05-02 03:59:56.630500000,2025-05-02 03:59:56.647100000,1782.6305,1782.6471000000001
LF,582.780328,23437.5,24960.0,7.256407218330847,1782.7714999999998,1782.7844,22890.0,35928.0,Echolocation,Nyctalus noctula,0.446,0.692,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:56.771499999,2025-05-02 03:59:56.771499999,2025-05-02 03:59:56.784400000,1782.7714999999998,1782.7844
LF,582.819148,23437.5,25920.0,32.481648969077625,1782.8065000000001,1782.8223,23750.0,37486.0,Echolocation,Nyctalus leisleri,0.275,0.635,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:59:56.806500000,2025-05-02 03:59:56.806500000,2025-05-02 03:59:56.822300000,1782.8065000000001,1782.8223
LF,582.90262,31250.0,24960.0,6.66727366573563,1782.9025000000001,1782.9147,22890.0,36264.0,Echolocation,Nyctalus noctula,0.444,0.686,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:56.902500000,2025-05-02 03:59:56.902500000,2025-05-02 03:59:56.914700000,1782.9025000000001,1782.9147
LF,582.959844,31250.0,25920.0,40.70758458365874,1782.9585,1782.9753,22890.0,39203.0,Echolocation,Nyctalus noctula,0.387,0.674,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:59:56.958500000,2025-05-02 03:59:56.958500000,2025-05-02 03:59:56.975300000,1782.9585,1782.9753
LF,583.080456,31250.0,30720.0,3.4777117930274812,1783.0755,1783.086,24609.0,32228.0,Echolocation,Nyctalus leisleri,0.389,0.6,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:57.075500000,2025-05-02 03:59:57.075500000,2025-05-02 03:59:57.086000000,1783.0755,1783.086
LF,583.155952,23437.5,24960.0,9.944133215876615,1783.1455,1783.1598,22031.0,35243.0,Echolocation,Nyctalus noctula,0.515,0.746,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:57.145500000,2025-05-02 03:59:57.145500000,2025-05-02 03:59:57.159800000,1783.1455,1783.1598
LF,583.21658,31250.0,26880.000000000004,34.01032289718178,1783.2145,1783.2309,22890.0,37569.0,Echolocation,Eptesicus serotinus,0.312,0.563,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:57.214500000,2025-05-02 03:59:57.214500000,2025-05-02 03:59:57.230900000,1783.2145,1783.2309
LF,583.291772,23437.5,24000.0,1.8836263876756376,1783.2825,1783.2963,22031.0,29065.0,Echolocation,Nyctalus noctula,0.424,0.586,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel7_1200to1800.WAV,LF,2025-05-02 03:59:57.282500000,2025-05-02 03:59:57.282500000,2025-05-02 03:59:57.296300000,1783.2825,1783.2963
LF,583.3415,31250.0,26880.000000000004,3.0945975599932787,1783.3384999999998,1783.3495,25468.0,33872.0,Echolocation,Nyctalus leisleri,0.539,0.658,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel6_1200to1800.WAV,LF,2025-05-02 03:59:57.338499999,2025-05-02 03:59:57.338499999,2025-05-02 03:59:57.349500000,1783.3384999999998,1783.3495
LF,583.360972,31250.0,25920.0,42.421130201116426,1783.3605,1783.3775,22890.0,37078.0,Echolocation,Nyctalus leisleri,0.37,0.65,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:57.360500000,2025-05-02 03:59:57.360500000,2025-05-02 03:59:57.377500000,1783.3605,1783.3775
LF,583.468584,31250.0,25920.0,5.390882662428066,1783.4675,1783.4784,25468.0,35747.0,Echolocation,Nyctalus leisleri,0.408,0.66,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel5_1200to1800.WAV,LF,2025-05-02 03:59:57.467500000,2025-05-02 03:59:57.467500000,2025-05-02 03:59:57.478400000,1783.4675,1783.4784
LF,583.499428,31250.0,25920.0,6.274528934775764,1783.4945,1783.5057000000002,22890.0,35912.0,Echolocation,Nyctalus noctula,0.327,0.653,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:57.494500000,2025-05-02 03:59:57.494500000,2025-05-02 03:59:57.505700000,1783.4945,1783.5057000000002
LF,583.600404,31250.0,26880.000000000004,6.577211957231466,1783.5985,1783.6097,25468.0,33347.0,Echolocation,Nyctalus leisleri,0.462,0.669,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:57.598500000,2025-05-02 03:59:57.598500000,2025-05-02 03:59:57.609700000,1783.5985,1783.6097
LF,583.62712,31250.0,24960.0,29.251074262168125,1783.6235000000001,1783.6434,22031.0,34366.0,Echolocation,Eptesicus serotinus,0.231,0.564,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:57.623500000,2025-05-02 03:59:57.623500000,2025-05-02 03:59:57.643400000,1783.6235000000001,1783.6434
LF,583.708692,31250.0,27839.999999999996,2.2445267969602085,1783.7055,1783.7152999999998,26328.0,34762.0,Echolocation,Nyctalus leisleri,0.339,0.599,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel0_1200to1800.WAV,LF,2025-05-02 03:59:57.705500000,2025-05-02 03:59:57.705500000,2025-05-02 03:59:57.715299999,1783.7055,1783.7152999999998
LF,583.73266,31250.0,30720.0,0.7081282512711387,1783.7285000000002,1783.7388999999998,23750.0,32535.0,Echolocation,Nyctalus leisleri,0.177,0.499,-1,250000.0,/Volumes/Elements/UBNA_array_tests2025/mic_array_test_20250501/inUBNA/array/hour_0_1200to1800/hour_0_channel4_1200to1800.WAV,LF,2025-05-02 03:59:57.728500000,2025-05-02 03:59:57.728500000,2025-05-02 03:59:57.738899999,1783.7285000000002,1783.7388999999998
